team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
VGK,2023,VGK,VGK,Team Level,5on5,82,0.52,0.49,0.49,244515,2039.1,176.72,132.15,510.67,68.95,1097.44,827.07,168.92,178.43,170.59,2007,806,1172,3985,176,221,25,438,4,1004,970,1831,2637,204,459,1830,1902,573,481,2130,499,184,62.86,61.44,52.43,82,62,32,4026.75,2813,2840.38,236,27.46,47.27,47.34,156.85,158.41,155.28,2064.1,166.15,133.54,530.14,71.61,1131.79,837.76,159.89,166.23,159.98,1962,909,1353,4224,163,207,25,407,5,1065,1024,1799,2708,241,525,1797,1992,526,470,2245,475,151,63.04,59.36,43.75,79,54,30,4216.78,2871,2871.81,243,27.7,40.39,40.64,153.23,153.27,150.4
VGK,2023,VGK,VGK,Team Level,4on5,82,0.12,0.12,0.15,21599,62.2,6.11,3.2,8.68,1.95,19.54,43.53,5.93,6.11,5.93,63,20,11,94,8,3,1,1,0,15,56,55,75,7,17,148,66,64,14,58,14,11,1.52,1.84,2.75,1,3,4,94,83,83,13,0.75,0.92,0.92,5.93,5.93,5.83,354.2,46.61,31.33,77.07,11.74,209.01,109.25,43.43,46.61,43.43,321,164,186,671,40,42,5,60,0,194,149,281,445,20,43,194,21,12,44,330,91,64,8.77,10.63,27.22,4,10,26,671,485,485,5,8.23,9.01,8.8,46.04,46.04,43.49
VGK,2023,VGK,VGK,Team Level,5on4,82,0.87,0.86,0.85,24333,356.46,39.72,31.82,76.47,11.66,212.11,111.22,38.04,39.72,38.04,361,122,179,662,48,35,6,64,1,171,164,313,435,19,38,241,26,27,47,345,85,53,8.19,10.19,21.33,9,11,28,662,483,483,6,8.17,7.39,7.38,40.5,40.5,39.37,65.68,5.86,3.32,10.31,2.05,21.06,45.4,5.8,5.86,5.8,76,12,16,104,7,4,0,10,0,17,50,69,81,6,12,193,94,61,37,65,15,8,1.95,1.77,2.13,2,3,2,104,88,88,32,0.76,0.92,0.92,5.69,5.69,5.68
CGY,2023,CGY,CGY,Team Level,other,82,0.51,0.52,0.53,11874,171.72,36.72,12.23,34.05,6.21,90.08,59.71,33.83,36.72,33.83,160,79,78,317,35,16,4,26,4,94,64,125,204,9,24,125,37,35,30,138,50,51,5,5.99,25.74,5,6,24,317,239,239,17,3.57,3.97,3.97,36.32,36.32,33.97,150.01,35.17,10.75,28.3,5.14,78.36,50.27,32.6,35.17,32.6,141,67,87,295,30,13,2,24,3,74,64,111,178,9,24,157,35,25,30,104,54,50,3.73,6.48,24.96,4,3,23,295,208,208,16,3.07,4.64,4.64,33.6,33.6,32.23
CGY,2023,CGY,CGY,Team Level,all,82,0.5,0.51,0.52,297732,2726.17,251.34,181.43,670.67,92.5,1484.39,1090.67,241.88,250.65,241.21,2573,1198,1486,5257,253,268,31,551,18,1279,1402,2320,3518,303,669,2394,1748,621,811,2913,580,278,79.51,72.53,99.28,92,75,86,5221.64,3771,3751,401,40.41,51.47,51.5,240.24,239.66,233.72,2574.93,256.23,173.98,619.2,85.8,1377.17,1017.61,245.46,257.71,246.92,2438,1092,1479,5009,267,237,29,540,7,1218,1261,2171,3263,308,668,2428,1724,707,686,2580,669,281,72.94,83.25,100.04,112,76,79,5052.18,3530,3559.55,364,38.81,50.41,50.45,244.6,245.89,239.69
CGY,2023,CGY,CGY,Team Level,5on5,82,0.5,0.51,0.52,240316,2109.38,165.2,132.26,543.47,71.56,1148.37,859.14,160.4,164.51,159.73,1996,924,1207,4127,167,204,20,455,12,976,1106,1829,2753,261,577,1843,1628,517,679,2316,436,168,62.73,55.45,47.03,78,56,33,4091.64,2920,2900,345,27.34,37.43,37.68,154.86,154.27,151.98,1991.43,167.34,127.03,503.81,66.84,1066.31,806.67,161.48,168.82,162.94,1896,842,1196,3934,182,173,19,438,3,933,1009,1714,2556,270,584,1856,1598,583,577,2071,506,161,57.27,63.26,46.82,96,63,23,3977.18,2738,2767.55,310,26.44,34.74,35.32,158.45,159.74,156.68
CGY,2023,CGY,CGY,Team Level,4on5,82,0.11,0.15,0.18,21922,78.85,5.71,3.5,11.88,2.37,24.76,56.78,5.69,5.71,5.69,81,24,13,118,10,1,0,4,1,13,76,71,95,10,22,178,54,46,37,85,16,4,2.24,2.1,1.37,4,2,4,118,105,105,33,0.81,0.01,0.01,6.5,6.5,6.48,357.01,45.31,32.39,76.1,11.64,210.1,109.46,43.05,45.31,43.05,323,162,184,669,44,47,7,71,1,187,135,279,441,20,40,221,22,28,45,335,98,52,9.79,12.03,23.5,9,8,27,669,485,485,6,8.43,10.35,9.81,43.94,43.94,42.23
CGY,2023,CGY,CGY,Team Level,5on4,82,0.84,0.86,0.84,23620,366.24,43.71,33.44,81.27,12.36,221.19,115.03,41.97,43.71,41.97,336,171,188,695,41,47,7,66,1,196,156,295,466,23,46,248,29,23,65,374,78,55,9.56,9,25.15,5,11,25,695,507,507,6,8.7,10.06,9.84,42.55,42.55,41.28,76.48,8.41,3.82,10.99,2.18,22.39,51.2,8.34,8.41,8.34,78,21,12,111,11,4,1,7,0,24,53,67,88,9,20,194,69,71,34,70,11,18,2.15,1.49,4.77,3,2,6,111,99,99,32,0.87,0.68,0.68,8.61,8.61,8.54
LAK,2023,LAK,LAK,Team Level,other,82,0.5,0.51,0.51,9894,137.2,29.21,10.31,24.95,4.74,77.49,45.3,26.76,29.21,26.76,128,64,66,258,29,13,0,26,0,75,49,99,163,9,20,127,28,12,13,105,47,40,4.05,6,19.16,9,4,16,258,192,192,6,2.95,3.76,3.76,28.4,28.4,26.48,135.89,29.15,9.65,25.24,4.41,71.3,44.25,27.59,29.15,27.59,116,68,64,248,24,9,1,13,1,73,64,92,160,3,6,117,26,22,19,93,46,45,3.85,5.37,19.92,6,4,14,248,184,184,11,2.87,2.43,2.43,29.59,29.59,28.21
LAK,2023,LAK,LAK,Team Level,all,82,0.53,0.53,0.53,298577,2769.17,267.84,184.04,672.63,93.42,1488.77,1098.31,254.83,270.02,256.92,2616,1189,1389,5194,254,317,30,519,7,1356,1352,2362,3551,288,629,2328,1763,424,564,2837,650,318,77.49,81.43,108.93,86,88,80,5260.1,3805,3847.02,383,40.56,66.84,66.84,241.57,243.39,236.23,2423.61,234.97,169.8,573.35,80.85,1324.75,952.28,222.64,234.62,222.29,2297,1039,1356,4692,210,232,33,484,11,1189,1210,2087,3126,293,635,2273,2041,473,554,2464,612,260,68.84,75.65,90.48,73,71,66,4651.07,3336,3317.31,354,38.1,50.26,50.26,222.81,222.38,215.86
LAK,2023,LAK,LAK,Team Level,5on5,82,0.55,0.54,0.55,240328,2213.49,182.33,139.77,562.53,74.75,1183.02,899.6,175.02,184.52,177.1,2099,943,1129,4171,165,258,22,423,6,1088,1102,1934,2877,261,571,1775,1620,348,478,2356,489,197,63.78,61.15,57.41,67,66,32,4237.1,3042,3084.02,339,28.97,51.28,51.28,160.02,161.84,158.72,1814.02,152.15,118.84,451.89,61.02,981.5,735.59,147.12,151.8,146.78,1724,777,1063,3564,143,180,28,380,7,852,939,1581,2358,268,585,1723,1926,401,447,1896,457,148,52.94,57,42.21,56,55,32,3523.07,2501,2482.31,291,24.64,37.3,37.67,139.12,138.7,136.52
LAK,2023,LAK,LAK,Team Level,4on5,82,0.13,0.11,0.13,24893,66.51,7.19,3.46,9.55,2.08,20.88,44.84,7.04,7.19,7.04,74,14,9,97,8,6,2,5,0,16,53,66,80,6,12,208,81,50,33,60,15,13,1.81,1.89,3.5,1,4,3,97,88,88,32,0.79,1.3,1.3,6.68,6.68,6.65,412.76,47.36,38.18,87.36,13.41,251.96,129.73,41.79,47.36,41.79,392,176,219,787,36,41,3,88,2,248,153,356,532,13,26,260,26,17,38,417,93,58,10.64,11.2,25.52,10,9,17,787,568,568,3,9.88,9.72,9.34,47.9,47.9,44.98
LAK,2023,LAK,LAK,Team Level,5on4,82,0.89,0.88,0.85,23462,351.97,49.11,30.49,75.6,11.85,207.38,108.57,46.03,49.11,46.03,315,168,185,668,52,40,6,65,1,177,148,263,431,12,26,218,34,14,40,316,99,68,7.86,12.39,28.86,9,14,29,668,483,483,6,7.86,10.49,10.49,46.47,46.47,44.38,60.94,6.31,3.13,8.85,2.02,19.99,42.7,6.14,6.31,6.14,65,18,10,93,7,2,1,3,1,16,54,58,76,9,18,173,63,33,50,58,16,9,1.41,2.08,2.82,1,3,3,93,83,83,49,0.71,0.81,0.81,6.2,6.2,6.15
