team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
CBJ,2023,CBJ,CBJ,Team Level,other,82,0.44,0.5,0.49,10370,156.15,29.3,11.25,29.75,5.35,85.24,53.1,27.37,29.3,27.37,152,62,83,297,26,20,3,26,2,74,66,126,188,4,8,129,20,21,15,122,53,39,4.69,6.21,18.4,4,7,15,297,214,214,6,3.23,5.85,5.85,26.68,26.68,25.47,163.41,37.88,11.99,28.63,5.59,88.78,50.13,33.56,37.88,33.56,152,71,73,296,43,17,5,25,1,81,56,109,180,5,10,125,36,24,13,113,55,55,4.55,6.58,26.75,9,7,27,296,223,223,9,3.48,6.32,6.32,35.05,35.05,32.3
CBJ,2023,CBJ,CBJ,Team Level,all,82,0.45,0.48,0.47,298718,2592.56,237.61,174.27,634.04,89.3,1410.33,1032.44,225.45,237.57,225.5,2458,1120,1474,5052,234,286,26,554,13,1250,1241,2224,3344,281,616,2184,1577,517,463,2711,606,261,77.7,74.86,85.04,87,86,61,5040.21,3578,3575.16,255,38.56,52.28,52.28,223.88,224.15,217.31,2897.53,289.47,200.41,691.46,99,1581.01,1130.66,273.13,290.7,274.33,2822,1170,1523,5515,298,320,35,541,9,1428,1396,2524,3694,255,574,2441,1388,506,499,2932,727,333,86.23,90.13,113.11,115,104,79,5548.24,3992,4012.01,250,44.5,67.49,67.54,266.42,267.66,258.35
CBJ,2023,CBJ,CBJ,Team Level,5on5,82,0.45,0.48,0.47,245136,2046.23,165.03,131.44,520.69,70.78,1101.59,836.46,158.15,164.99,158.21,1938,888,1183,4009,175,230,19,443,10,976,992,1763,2651,253,560,1720,1506,424,393,2203,458,165,62.73,57.01,45.29,78,67,30,3997.21,2826,2823.16,231,27.24,39.43,39.55,152.72,152.99,149.85,2272.59,201.06,149.63,565.82,77.45,1227.16,910.87,192.54,202.29,193.74,2220,912,1254,4386,196,265,25,451,8,1099,1113,2024,2936,237,538,1910,1290,425,439,2353,561,218,70.08,70.44,60.54,90,78,28,4419.24,3132,3152.02,221,31.09,53.72,53.77,178.38,179.61,175.7
CBJ,2023,CBJ,CBJ,Team Level,4on5,82,0.1,0.1,0.12,21729,52.53,4.8,2.68,8.53,1.72,17.64,36.63,4.67,4.8,4.67,57,15,14,86,4,4,2,7,0,13,44,53,68,7,14,150,34,60,14,55,9,8,1.4,1.15,2.24,2,0,2,86,72,72,14,0.61,0.76,0.64,4.77,4.77,4.71,400.3,45.1,35.47,87.4,13.89,244.27,126.86,41.7,45.1,41.7,380,173,191,744,53,37,5,63,0,230,170,327,500,9,18,218,10,9,30,404,96,53,9.86,11.38,23.86,13,18,22,744,553,553,6,9.16,7.18,7.18,47.08,47.08,44.48
CBJ,2023,CBJ,CBJ,Team Level,5on4,82,0.88,0.88,0.85,21483,337.64,38.47,28.9,75.07,11.46,205.86,106.25,35.25,38.47,35.25,311,155,194,660,29,32,2,78,1,187,139,282,437,17,34,185,17,12,41,331,86,49,8.88,10.48,19.11,3,12,14,660,466,466,4,7.48,6.24,6.24,39.7,39.7,37.27,61.22,5.43,3.33,9.6,2.06,20.78,42.8,5.33,5.43,5.33,70,14,5,89,6,1,0,2,0,18,57,64,78,4,8,188,52,48,17,62,15,7,1.73,1.72,1.98,3,1,2,89,84,84,14,0.76,0.27,0.27,5.92,5.92,5.87
VAN,2023,VAN,VAN,Team Level,other,82,0.46,0.44,0.42,10783,123.02,33.76,8.86,21.46,4.19,65.42,40.31,32.16,33.76,32.16,113,61,66,240,31,10,4,18,4,64,47,82,143,11,20,120,36,18,13,82,37,55,3.19,4.7,25.87,3,5,23,240,174,174,9,2.52,4.11,4.11,32.17,32.17,31.19,177.78,39.1,13.68,32.25,6.32,97.59,51.05,34.53,39.1,34.53,163,77,67,307,32,27,4,28,1,91,61,131,208,6,10,124,36,16,15,124,57,59,4.83,7.53,26.75,6,7,19,307,240,240,6,4.15,10.04,10.04,33.21,33.21,30.86
VAN,2023,VAN,VAN,Team Level,all,82,0.52,0.51,0.51,297885,2512.36,259.89,179.21,603.77,85.4,1374.69,974.03,248.62,262.62,251.28,2328,1149,1360,4837,279,272,43,475,11,1191,1249,2049,3198,295,656,2336,2176,499,492,2533,620,324,72.72,77.35,109.83,104,84,91,4928.7,3477,3535.84,320,39.99,57.97,57.97,241.92,244.83,239,2442.16,241.63,168.2,590.31,83.84,1318.85,953.18,228.4,240.15,226.98,2344,1012,1250,4606,221,278,28,463,7,1205,1182,2123,3135,300,663,2145,1883,389,535,2473,587,296,67.45,74.02,100.16,78,70,73,4532.96,3356,3316.56,286,37.97,60.85,60.95,218.65,217.19,210.56
VAN,2023,VAN,VAN,Team Level,5on5,82,0.52,0.51,0.51,238102,1926.14,168.13,128.22,486.91,65.19,1052.22,767.32,161.31,170.86,163.98,1765,903,1085,3753,187,197,29,391,6,892,995,1578,2481,261,584,1764,2026,404,417,2020,456,192,57.4,57.26,53.47,84,68,35,3844.7,2668,2726.84,280,26.63,41.79,42,152.76,155.67,153.01,1843.21,153.65,118.59,471.32,63.67,990.85,747.92,147.84,152.17,146.41,1753,793,998,3544,138,204,17,368,4,895,937,1615,2408,264,584,1636,1752,320,447,1952,419,175,51.83,53.02,48.8,62,48,28,3470.96,2546,2506.56,247,24.67,40.42,40.56,137.76,136.29,133.93
VAN,2023,VAN,VAN,Team Level,4on5,82,0.13,0.12,0.14,24561,62.07,6.39,2.9,9.21,1.96,19.24,42.3,6.17,6.39,6.17,70,12,9,91,7,5,2,3,0,16,51,63,75,15,30,211,77,60,26,60,10,12,1.56,1.21,3.62,2,1,4,91,82,82,26,0.66,1.66,1.66,5.39,5.39,5.37,357.79,42.79,32.7,77.14,11.72,209.63,110.01,40.21,42.79,40.21,359,125,179,663,44,44,6,63,2,199,132,315,440,18,36,227,29,13,49,338,91,55,9.37,10.98,22.44,8,13,23,663,484,484,11,8.43,9.91,9.86,41.36,41.36,39.7
VAN,2023,VAN,VAN,Team Level,5on4,82,0.89,0.89,0.87,24439,401.13,51.61,39.22,86.19,14.07,237.81,124.1,48.97,51.61,48.97,380,173,200,753,54,60,8,63,1,219,156,326,499,8,22,241,37,17,36,371,117,65,10.56,14.19,26.87,15,10,29,753,553,553,5,10.18,10.41,10.2,51.6,51.6,49.44,63.38,6.09,3.21,9.6,2.12,20.77,44.21,5.83,6.09,5.83,69,17,6,92,7,3,1,4,0,20,52,62,79,12,33,158,66,40,24,59,20,7,1.43,2.49,2.17,2,2,3,92,86,86,22,0.73,0.49,0.49,6.33,6.33,6.08
MIN,2023,MIN,MIN,Team Level,other,82,0.53,0.5,0.5,10389,147.59,31.34,10.64,26.51,5.13,81.25,46.13,29.08,31.34,29.08,138,63,75,276,33,9,1,26,0,75,58,105,168,8,19,125,36,22,18,104,53,44,3.72,7.16,20.45,5,9,19,276,201,201,7,3.24,3.34,3.34,31.24,31.24,29.44,146.38,27.6,10.75,27.43,5.01,82.04,50.18,25.81,27.6,25.81,140,63,68,271,26,14,3,23,2,84,54,114,177,7,17,119,35,17,22,116,50,37,4.37,6.15,17.07,4,7,15,271,203,203,7,3.12,4.18,4.18,26.54,26.54,25.25
MIN,2023,MIN,MIN,Team Level,all,82,0.52,0.5,0.51,299052,2624.6,258.04,184.87,612.07,87.5,1435.56,1024.95,242.66,258.51,243.08,2472,1131,1401,5004,248,250,24,500,13,1315,1277,2224,3355,330,776,2192,1598,497,526,2653,675,275,73.97,84.01,100.04,73,100,75,5008.08,3603,3610.73,244,42.12,53.05,53.05,247.11,247.29,237.64,2545.12,238.66,175.8,602.98,84.29,1410.27,1001,229.22,239.94,230.5,2437,1076,1421,4934,260,189,21,499,18,1233,1314,2177,3253,331,780,2441,1606,478,518,2667,595,251,76.44,74.11,88.11,105,76,79,4962.9,3513,3533.73,278,39.33,40.88,40.88,237.12,238.48,232.36
MIN,2023,MIN,MIN,Team Level,5on5,82,0.51,0.5,0.5,237710,1906.54,153.57,122.85,463.21,62.82,1039.94,788.6,148.89,154.04,149.3,1789,842,1084,3715,159,154,16,374,10,946,988,1630,2472,296,699,1607,1472,418,432,2014,490,127,56.75,60.94,35.88,60,77,22,3719.08,2631,2638.73,212,25.38,31.01,31.54,147.41,147.59,145.07,1912.79,147.92,122.56,476.95,63.14,1051.55,779.89,143.74,149.19,145.02,1818,824,1124,3766,163,124,10,408,11,914,1022,1655,2479,288,683,1864,1463,392,435,2097,407,138,58.94,50.55,38.44,86,50,27,3794.9,2642,2662.73,242,25.34,26.09,26.66,146.6,147.97,145.65
MIN,2023,MIN,MIN,Team Level,4on5,82,0.07,0.09,0.1,24858,51.58,4.21,2.48,7.81,1.54,15.27,35.67,4.07,4.21,4.07,56,11,10,77,3,1,0,5,0,18,40,53,64,8,19,194,65,44,24,52,8,7,1.27,0.98,1.96,2,1,0,77,67,67,23,0.58,0.07,0.07,4.73,4.73,4.56,432.97,57.28,39.74,90.72,14.44,260.14,135.66,53.92,57.28,53.92,424,174,212,810,62,49,7,66,4,230,187,362,536,19,43,244,27,21,37,406,125,67,11.79,15.4,30.09,12,16,34,810,598,598,6,10.25,10,9.43,58.09,58.09,55.6
MIN,2023,MIN,MIN,Team Level,5on4,82,0.92,0.92,0.91,26095,518.89,68.92,48.89,114.54,18,299.1,154.55,60.63,68.92,60.63,489,215,232,936,53,86,7,95,3,276,191,436,651,18,39,266,25,13,52,483,124,97,12.22,14.94,41.76,6,13,34,936,704,704,2,12.91,18.63,18.1,63.73,63.73,58.56,52.97,5.87,2.75,7.87,1.7,16.54,35.27,5.75,5.87,5.75,55,15,17,87,9,2,1,2,1,5,51,46,61,17,37,214,81,48,24,48,13,9,1.35,2.01,2.51,3,3,3,87,70,70,23,0.62,0.6,0.6,5.89,5.89,5.87
NYI,2023,NYI,NYI,Team Level,other,82,0.39,0.43,0.44,9542,135.99,27.16,9.26,25.27,4.61,69.85,48.83,25.57,27.16,25.57,130,55,52,237,25,13,1,23,1,56,67,105,160,12,24,129,30,17,21,110,40,35,4.42,4.9,17.85,9,7,9,237,185,185,11,2.57,3.8,4.42,25.31,25.31,24.44,170.07,41.98,12.13,30.53,5.87,88.05,53.43,37.55,41.98,37.55,172,60,84,316,44,23,5,22,0,76,67,128,188,4,8,119,29,17,28,119,48,65,4.3,5.91,31.77,5,5,34,316,232,232,12,3.61,7.92,7.27,38.32,38.32,35.72
NYI,2023,NYI,NYI,Team Level,all,82,0.48,0.47,0.48,298986,2576.93,239.91,172.22,635.42,88.31,1377.44,1011.69,228.26,241.24,229.55,2470,1055,1296,4821,245,283,34,464,9,1205,1319,2225,3280,247,536,2391,2062,527,699,2638,599,288,69.03,74.95,95.94,102,83,60,4846.92,3525,3545.77,334,38.08,60.69,60.73,217.26,218.44,213.05,2795.94,264.71,186.24,685.58,94.34,1506.99,1109.13,251.73,264.01,251.06,2687,1160,1673,5520,258,296,31,482,5,1424,1382,2429,3589,254,556,2273,1692,542,691,2936,600,311,78.99,74.78,110.94,91,79,88,5499.95,3847,3831.74,353,41.3,60.65,61.05,244.96,244.38,237.49
NYI,2023,NYI,NYI,Team Level,5on5,82,0.5,0.47,0.48,247856,2080.8,172.08,132.16,534.91,71.68,1105.23,833.93,164.59,173.4,165.87,1985,865,1066,3916,166,237,24,389,7,970,1081,1819,2684,208,452,1871,1959,461,584,2169,482,199,55.98,60.78,55.32,78,59,29,3941.92,2850,2870.77,285,27.52,48.58,48.27,151.32,152.5,149.76,2214.59,172.26,139.98,568.45,74.72,1193.45,902.13,166.22,171.56,165.56,2104,947,1380,4431,158,225,20,396,4,1132,1136,1946,2893,226,494,1795,1578,452,605,2424,449,178,64.84,56.32,51.11,75,59,24,4410.95,3051,3035.74,315,28.93,43.68,44.43,156.77,156.18,153.57
NYI,2023,NYI,NYI,Team Level,4on5,82,0.09,0.08,0.1,19957,43.15,4.38,2.1,5.78,1.22,12.65,28.87,4.32,4.38,4.32,45,10,6,61,10,1,0,2,0,6,36,35,45,6,12,178,50,37,33,38,12,5,1.22,1.71,1.45,6,3,1,61,55,55,29,0.48,0.21,0.21,4.65,4.65,4.59,343.81,44.81,31.02,75.5,11.5,203.91,107.25,42.69,44.81,42.69,342,132,194,668,54,41,5,56,1,196,126,288,420,15,30,183,19,15,36,323,90,61,8.02,10.8,25.99,10,14,30,668,474,474,5,8.03,7.43,8.03,44.83,44.83,43.22
NYI,2023,NYI,NYI,Team Level,5on4,82,0.87,0.85,0.83,21631,316.99,36.3,28.7,69.46,10.8,189.7,100.04,33.79,36.3,33.79,310,125,172,607,44,32,9,50,1,173,135,266,391,21,48,213,23,12,61,321,65,49,7.41,7.56,21.32,9,14,21,607,435,435,9,7.5,8.1,7.82,35.98,35.98,34.25,67.48,5.65,3.12,11.09,2.25,21.57,46.31,5.27,5.65,5.27,69,21,15,105,2,7,1,8,0,20,53,67,88,9,24,176,66,58,22,70,13,7,1.83,1.76,2.07,1,1,0,105,90,90,21,0.72,1.63,1.32,5.05,5.05,4.98
PIT,2023,PIT,PIT,Team Level,other,82,0.57,0.54,0.53,10389,154.08,40.35,11.11,27.55,5.47,84.08,50.45,37.13,40.35,37.13,142,77,93,312,33,13,5,16,1,87,69,109,186,4,8,130,29,24,17,107,55,57,4.17,6.82,29.36,3,5,25,312,219,219,6,3.24,4.55,4.55,39.05,39.05,36.56,140.05,31.02,9.61,26.28,4.77,74.77,49.55,29.7,31.02,29.7,120,76,67,263,22,9,0,17,2,78,68,98,174,10,20,118,40,25,16,109,44,43,4.53,5.52,20.97,4,7,11,263,196,196,12,2.77,2.01,1.96,31.83,31.83,30.6
PIT,2023,PIT,PIT,Team Level,all,82,0.53,0.52,0.51,298289,2795.76,286.1,193.62,679.94,96.21,1497.05,1089.15,269.06,286.83,269.83,2685,1158,1518,5361,253,317,30,481,12,1384,1396,2432,3590,265,567,2621,1631,706,672,2789,709,345,79.07,88.26,118.77,106,72,75,5376.86,3843,3855.26,306,43.33,63.4,63.47,265.96,267.01,257.41,2695.8,255.97,181.23,649.92,90.76,1448.69,1075.43,244.48,256.91,245.42,2480,1222,1341,5043,248,268,39,495,14,1310,1367,2232,3454,277,594,2176,1749,611,595,2783,644,275,80.76,80.82,94.39,79,92,77,5043.3,3702,3704.82,308,40.02,53.85,53.9,242.09,243.07,236.01
PIT,2023,PIT,PIT,Team Level,5on5,82,0.52,0.51,0.51,240451,2186.18,187.65,142.34,556.63,74.79,1166.76,875.9,179.76,188.38,180.53,2093,912,1194,4199,179,237,24,388,9,1078,1114,1914,2826,238,515,2020,1495,600,554,2269,531,205,63.68,66.1,57.87,94,55,30,4214.86,3005,3017.26,268,29.64,46.73,47.11,170.18,171.23,167.93,2129.49,176.75,137.58,535.17,71.89,1140.72,858.89,169.99,177.7,170.94,1960,961,1073,3994,172,226,31,405,11,1025,1082,1788,2749,244,528,1685,1616,501,498,2251,495,175,64.09,62.28,50.38,65,70,37,3994.3,2921,2923.82,270,28.55,44.37,44.7,160.59,161.57,158.77
PIT,2023,PIT,PIT,Team Level,4on5,82,0.15,0.12,0.15,22936,62.97,7.04,3.18,9.65,2.04,19,40.09,6.46,7.04,6.46,68,13,8,89,4,8,0,4,0,18,47,64,77,4,8,205,71,55,27,53,16,12,1.39,2.18,3.47,1,1,2,89,81,81,23,0.72,2.16,2.16,5.61,5.61,5.54,339.71,39.67,29.31,75.37,11.25,203.6,106.81,36.45,39.67,36.45,313,153,188,654,42,27,5,72,1,178,146,271,424,12,24,199,26,15,56,336,85,45,9.36,10.64,19.67,6,13,23,654,466,466,4,7.64,5.97,5.69,41.6,41.6,38.6
PIT,2023,PIT,PIT,Team Level,5on4,82,0.86,0.85,0.82,24513,392.51,51.07,37.01,86.11,13.92,227.21,122.71,45.72,51.07,45.72,382,156,223,761,37,59,1,73,2,201,166,345,501,19,36,266,36,27,74,360,107,71,9.83,13.16,28.08,8,11,18,761,538,538,9,9.73,9.96,9.65,51.13,51.13,47.38,86.54,8.54,4.74,13.11,2.84,29.59,60.19,8.33,8.54,8.33,87,32,13,132,12,6,3,1,0,29,71,75,107,11,22,174,67,70,25,87,20,12,2.78,2.38,3.37,4,2,6,132,119,119,22,1.08,1.5,1.55,8.06,8.06,8.04
COL,2023,COL,COL,Team Level,other,82,0.55,0.5,0.51,9368,141.05,38.03,9.33,23.16,4.55,73.28,49.65,35.78,38.03,35.78,137,61,55,253,37,7,0,28,0,65,61,100,161,7,17,120,16,24,18,96,45,57,4.02,5.75,28.26,6,4,27,253,198,198,9,2.87,2.38,2.38,38.52,38.52,36.64,141.55,31.72,10.89,26.34,4.92,74.29,43.83,29.39,31.72,29.39,136,56,65,257,29,20,3,21,1,73,48,107,163,9,18,145,21,21,20,94,48,50,3.07,6.16,22.5,5,5,19,257,192,192,9,3.1,5.15,5.15,29.68,29.68,28.02
COL,2023,COL,COL,Team Level,all,82,0.52,0.53,0.52,298164,2784.9,291.01,192.55,656.53,91.61,1503.33,1090.97,275.23,292.15,276.4,2707,1119,1506,5332,302,243,33,557,7,1371,1346,2405,3524,287,615,2297,1672,647,603,2713,809,304,80.44,99.63,110.93,107,111,84,5380.23,3826,3851.91,295,42.97,57.05,57.05,276.93,278.13,269.6,2586.85,270.27,180.08,614.75,85.96,1361.47,989.55,252.85,270.42,252.85,2446,1057,1309,4812,252,286,35,476,12,1192,1285,2194,3251,307,661,2494,1629,632,493,2528,642,333,70.42,80.82,119.03,78,85,89,4792.03,3503,3495.63,269,40.46,65.65,65.65,245.01,244.83,237.3
COL,2023,COL,COL,Team Level,5on5,82,0.52,0.53,0.52,238086,2145.25,186.58,140.39,536.29,71.47,1152.3,858.97,179.41,187.72,180.59,2074,872,1255,4201,196,186,22,438,6,1071,1049,1878,2750,256,547,1759,1556,536,501,2172,602,172,63.98,74.25,48.35,87,85,24,4249.23,2946,2971.9,255,29.2,38.68,38.69,177.08,178.28,175.18,1991.49,171.15,129.68,495.78,66.01,1053.63,788.8,163.06,171.31,163.07,1867,839,1068,3774,168,198,26,379,9,932,1020,1699,2538,264,575,1897,1535,527,419,2039,485,182,56.63,61.43,53.09,70,64,34,3754.03,2706,2698.63,240,27.03,43.18,43.44,154.69,154.51,151.51
COL,2023,COL,COL,Team Level,4on5,82,0.11,0.13,0.15,24634,67.81,7.17,3.54,9.54,2,21.39,47.36,7.05,7.17,7.05,71,20,11,102,6,7,0,6,0,9,63,65,85,10,23,177,76,68,26,65,17,9,2.33,2.05,2.79,1,3,2,102,91,91,24,0.81,1.53,1.53,6.45,6.45,6.43,380.05,58.08,35.37,81.76,12.34,211.29,111.16,51.5,58.08,51.5,367,143,164,674,49,56,6,71,1,174,159,318,461,23,46,253,15,21,35,335,91,84,8.97,10.84,38.26,3,14,32,674,510,510,5,9.38,14.73,14.47,52.98,52.98,50.23
COL,2023,COL,COL,Team Level,5on4,82,0.86,0.88,0.86,26076,430.79,59.23,39.28,87.57,13.58,256.35,135,52.99,59.23,52.99,425,166,185,776,63,43,11,85,1,226,173,362,528,14,28,241,24,19,58,380,145,66,10.11,17.58,31.54,13,19,31,776,591,591,7,10.09,14.45,14.44,54.88,54.88,51.34,73.78,9.3,4.14,10.86,2.69,22.25,45.76,8.89,9.3,8.89,76,19,12,107,6,12,0,5,1,13,58,70,89,11,22,199,58,63,19,60,18,17,1.75,2.38,5.18,0,2,4,107,95,95,15,0.95,2.59,2.59,7.65,7.65,7.53
WPG,2023,WPG,WPG,Team Level,other,82,0.54,0.42,0.45,8614,109.42,35.09,7.38,18.3,3.69,53.44,33.09,33.9,35.09,33.9,111,40,45,196,35,8,3,14,1,46,47,76,116,4,8,89,31,22,22,63,39,49,2.75,4.87,27.48,3,5,27,196,151,151,18,2.14,2.45,2.45,34.79,34.79,33.89,135.23,29.66,11.05,25.22,4.93,77.32,36.83,26.05,29.66,26.05,130,55,87,272,24,19,3,20,1,75,46,106,161,2,4,92,34,13,22,96,37,52,3.51,4.88,21.27,5,1,18,272,185,185,14,3.24,6.23,6.23,26.67,26.67,24.74
WPG,2023,WPG,WPG,Team Level,all,82,0.5,0.5,0.51,297069,2579.34,247.1,173.13,622.72,87.03,1410.7,1052.33,237.75,249.19,239.8,2489,1104,1310,4903,259,257,37,555,9,1181,1332,2230,3334,263,611,2169,1851,524,555,2702,636,255,73.52,80.33,93.25,88,88,83,4955.66,3593,3633.65,404,38.04,53.04,53.09,232.07,234.18,228.84,2541.16,242.81,172.9,628.64,86.54,1382.71,996.4,229.07,242.19,228.53,2429,1081,1336,4846,198,290,29,494,3,1241,1284,2231,3312,282,648,2389,1926,459,685,2630,595,285,71.01,74.61,97.2,64,57,77,4803.4,3510,3483.66,498,38.67,62.75,62.75,218.73,218.08,211.7
WPG,2023,WPG,WPG,Team Level,5on5,82,0.51,0.51,0.51,242687,2092.94,170.67,133.68,526.41,70.9,1145.77,876.57,164.53,172.77,166.59,2010,914,1079,4003,179,211,31,456,7,964,1107,1831,2745,244,573,1718,1720,439,466,2257,506,161,61.05,64.16,45.47,78,68,33,4055.66,2924,2964.65,350,27.71,43.05,43.23,155.17,157.29,154.43,2002.04,161.65,127.48,518.55,67.98,1079.47,809.86,153.88,161.03,153.34,1913,852,1065,3830,121,227,16,406,2,964,1045,1792,2644,262,610,1859,1799,374,574,2150,450,165,58.02,56.17,47.46,55,39,27,3787.4,2765,2738.66,423,26.5,45.57,45.57,142.58,141.93,139.13
WPG,2023,WPG,WPG,Team Level,4on5,82,0.1,0.11,0.13,21475,57.3,4.98,2.59,8.43,1.78,17.58,40.64,4.92,4.98,4.92,58,18,5,81,2,1,0,8,0,9,56,56,74,5,10,150,71,46,35,58,11,7,1.48,1.51,2,0,1,1,81,76,76,34,0.6,0.36,0.36,5.22,5.22,5.2,349.7,47.04,31.83,76.99,12.05,209.37,111.71,44.69,47.04,44.69,333,156,175,664,48,44,10,63,0,191,143,285,441,12,24,214,28,14,30,334,91,64,8.21,11.45,27.37,3,13,32,664,489,489,4,8.33,10.94,10.94,44.43,44.43,42.8
WPG,2023,WPG,WPG,Team Level,5on4,82,0.89,0.89,0.86,24293,319.69,36.34,29.48,69.58,10.66,193.91,102.02,34.4,36.34,34.4,310,132,181,623,43,37,3,77,1,162,122,267,399,10,20,212,29,17,32,324,80,38,8.24,9.79,18.32,7,14,22,623,442,442,2,7.58,7.19,7.06,36.88,36.88,35.32,54.19,4.47,2.54,7.88,1.57,16.55,38,4.46,4.47,4.46,53,18,9,80,5,0,0,5,0,11,50,48,66,6,10,224,65,58,59,50,17,4,1.26,2.11,1.1,1,4,0,80,71,71,57,0.59,0,0,5.05,5.05,5.04
DET,2023,DET,DET,Team Level,other,82,0.52,0.53,0.51,11068,159.23,36.13,10.87,28.49,5.38,80.86,53.28,33.55,36.13,33.55,148,67,83,298,39,15,5,22,0,68,71,109,176,9,16,141,32,24,15,110,52,53,4.3,6.28,25.55,5,10,24,298,215,215,7,3.24,5.44,5.44,33.93,33.93,32.25,150.08,33.27,9.6,28.17,5.03,72.53,57.4,31.46,33.27,31.46,136,70,63,269,26,11,1,21,1,83,64,110,180,12,22,121,27,27,28,101,58,47,4.15,7.08,22.04,4,7,15,269,206,206,13,2.82,2.78,2.78,33.3,33.3,31.71
DET,2023,DET,DET,Team Level,all,82,0.47,0.47,0.47,298826,2477.56,242.89,164.7,592.9,82.99,1333.33,973.19,230.54,243.19,230.83,2375,1015,1291,4681,275,228,42,448,9,1163,1267,2100,3115,301,642,2386,1682,457,591,2547,575,268,72.38,70.32,100.19,97,93,85,4659.48,3390,3380.06,321,37.09,51.61,51.83,228.14,228.63,221.64,2800.45,272.6,186.99,687.39,95.04,1515.24,1109.73,258.81,273.6,259.8,2657,1210,1470,5337,273,279,36,544,12,1432,1327,2384,3594,338,710,2331,1644,510,587,2881,698,288,82.35,87.06,103.19,100,104,69,5368.43,3867,3890.95,302,41.77,56.52,56.52,257.85,258.83,250.21
DET,2023,DET,DET,Team Level,5on5,82,0.46,0.46,0.46,240094,1848.82,145.98,115.55,466.74,62.54,993.15,755.05,140.05,146.29,140.32,1761,778,1017,3556,179,171,27,350,8,845,986,1582,2360,262,563,1814,1529,394,500,1998,402,139,56.16,50.09,39.73,87,63,29,3534.47,2539,2529.06,286,23.9,34.37,34.97,134.91,135.4,133.38,2154.64,171.86,136.7,557.3,73.35,1179.76,870.01,165.44,172.85,166.43,2041,948,1187,4176,190,206,27,435,10,1095,1053,1851,2799,291,620,1789,1522,422,508,2332,506,151,65.46,63.44,42.95,78,85,27,4207.43,2989,3012.95,276,28.34,38.81,39.09,161.1,162.08,159.17
DET,2023,DET,DET,Team Level,4on5,82,0.09,0.1,0.12,22458,58.84,6.13,3.15,9.16,1.96,19.03,38.58,5.83,6.13,5.83,66,12,8,86,5,3,1,6,0,19,45,61,73,14,28,175,93,30,25,55,11,12,1.21,1.43,3.48,1,3,1,86,78,78,25,0.73,1.01,1.01,5.84,5.84,5.73,411.76,60.04,36.82,89.56,14.22,238.14,123.22,54.59,60.04,54.59,388,174,205,767,47,56,8,80,1,238,140,341,515,22,42,228,28,11,34,365,116,81,10.43,14.27,35.35,12,9,26,767,562,562,0,9.72,13.61,13.33,56.42,56.42,52.34
